Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
List of Historical Resources,Galt Avenue,130,T. Eaton Company Printing Plant & Track Warehouse,1926 & 1927,"With the following exterior elements: 1) two-storey brick, stone and concrete building occupying an entire block from Lily Street to Waterfront Drive, its main facades facing north onto Galt Avenue and south onto Alexander Avenue;2) the north facade with its raised concrete foundation wall, dark brick superstructure with windows and doors in rectilinear openings accented by stone and concrete, brick pilasters with stone accenting, open and closed loading docks and flat roof with stone accenting;3) the south facade with its raised concrete foundation wall, dark brick superstructure with windows and doors in rectilinear openings accented by stone and concrete, brick pilasters with stone accenting, large loading doors in smooth-cut stone frames, carved stone panels and flat roof with stone accenting;4) the east facade with its raised concrete foundation wall, dark brick superstructure with windows and doors in rectilinear openings accented by stone and concrete, brick pilasters with stone accenting, large loading doors in smooth-cut stone frames, carved stone panels and flat roof with stone accenting; and4) the west facade with its raised concrete foundation wall, dark brick superstructure with windows and doors in rectilinear openings accented by stone and concrete, brick pilasters with stone accenting, carved stone panels and flat roof with stone accenting.With the following interior elements: 1) reinforced concrete structural system; and2) examples of metal chutes from loading dock to basement along north wall.",,06/06/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Galt-130-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Galt-130-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=3440&js=y,N/A,"(49.90029121752458, -97.13192721212388)",POINT (-97.131927212124 49.900291217525)
Commemorative List,Broadway,626,Thomas D. Robinson House,1891,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=130093&js=y,N/A,"(49.885386792968376, -97.15591444283112)",POINT (-97.155914442831 49.885386792968)
List of Historical Resources,Balmoral Street,51,William Milner Residence,1909,,,09/08/1995,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Balmoral51-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Balmoral-51-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128640&js=y,III,"(49.88332323540123, -97.15253648833217)",POINT (-97.152536488332 49.883323235401)
List of Historical Resources,King Street,120,Sparling Sales Ltd.,1896,,,07/03/1983,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/King-120-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/King-120-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=152989&js=y,II,"(49.898811125679345, -97.14098922129067)",POINT (-97.140989221291 49.898811125679)
Commemorative List,Powers Street,480,William J. Taylor House,1913,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=178078&js=y,N/A,"(49.92562912850718, -97.13638221751114)",POINT (-97.136382217511 49.925629128507)
Commemorative List,West Gate,115,Col. H.W.A. Chambre House,1912c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145997&js=y,N/A,"(49.87618732909852, -97.15695418689305)",POINT (-97.156954186893 49.876187329099)
Commemorative List,Sherbrook Street,853,Columbia Apartments,1910,(853-857),,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=156245&js=y,N/A,"(49.90384889381366, -97.15562913875779)",POINT (-97.155629138758 49.903848893814)
Commemorative List,Dumoulin Street,154,Dr. Charles Lambert House,1900c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=64752&js=y,N/A,"(49.89243398508675, -97.12399217266373)",POINT (-97.123992172664 49.892433985087)
Commemorative List,Youville Street,261,King George V School,1915,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=73103&js=y,N/A,"(49.88053623444585, -97.10831237410402)",POINT (-97.108312374104 49.880536234446)
Commemorative List,West Gate,184,J.M. Speirs House,1928,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146011&js=y,N/A,"(49.87435017158732, -97.15528366547787)",POINT (-97.155283665478 49.874350171587)
List of Historical Resources,McDermot Avenue,245,Stovel Block (Kay Building),1893,,,16/11/1998,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot245-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-245-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8733&js=y,II,"(49.89751816824602, -97.14122914773853)",POINT (-97.141229147739 49.897518168246)
Commemorative List,Aberdeen Avenue,730,Isaac Newton School,1921,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=160051&js=y,N/A,"(49.92266196058045, -97.15209598994211)",POINT (-97.152095989942 49.92266196058)
Commemorative List,College Avenue,494,"Rabbi David Cantor House The ""Castle""",1906,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=166571&js=y,N/A,"(49.92169031101977, -97.14035484361067)",POINT (-97.140354843611 49.92169031102)
List of Historical Resources,Albert Street,86,Albert Block,1901,,,28/05/1984,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-86-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-86-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=3435&js=y,II,"(49.89736087802208, -97.1405038868346)",POINT (-97.140503886835 49.897360878022)
Commemorative List,Ruskin Row,16,D.W. Elliott House,1908,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=143313&js=y,N/A,"(49.87379265413555, -97.16169806687509)",POINT (-97.161698066875 49.873792654136)
List of Historical Resources,Portage Avenue,283,Sterling Bank Building,1911,"With the following exterior elements:1) eight-storey brick and terra cotta building with flat roof located at the northwest corner of Portage Avenue and Smith Street, its main facades facing south onto Portage Avenue and east onto Smith Street, its west facade partially hidden by the neighbouring building, and its north facing the back lane;2) the front (south) facade with terra cotta cladding on the main and mezzanine levels, terra cotta entablature, upper storeys with brick cladding with deep grooves, rectilinear window openings with terra cotta sills, a terra cotta entablature with decorative carved shields below the eighth floor windows and a roofline with entablature with oversized brackets and heavy overhanging cornice;3) the east facade with its continuation of the design/cladding of the front (south) facade;4) the west facade with its southern-most portion a continuation of the design/cladding of the front (south) facade, painted signage and window well; and5) the rear (north) facade with windows in rectilinear openings and metal fire escape.With the following interior elements:1) marble accenting, terrazzo floors and original millwork in hallways;2) staircase; and3) basement safe.",,11/04/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-283-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-283-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155461&js=y,N/A,"(49.89432549808227, -97.14265611181541)",POINT (-97.142656111815 49.894325498082)
Commemorative List,Assiniboine Avenue,432,Frank Hall Mathewson House,1890,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128394&js=y,N/A,"(49.88349244416583, -97.14249774470679)",POINT (-97.142497744707 49.883492444166)
List of Historical Resources,Arlington Street,836,St. Edward's Church,1908,With the following interior elements:1) stained glass windows; and 2) organ,,24/08/1987,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Arlington836-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Arlington-836-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=3487&js=y,II,"(49.902636968088366, -97.168816604555)",POINT (-97.168816604555 49.902636968088)
Commemorative List,Bannerman Avenue,56,William B. Cheshire House,1904,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=162319&js=y,N/A,"(49.92238219941284, -97.11881816893668)",POINT (-97.118818168937 49.922382199413)
List of Historical Resources,Princess Street,54,Del Block Annex,1905,"With the following exterior elements: 1) two-storey building with flat roof occupying its mid-block location, its main façade facing east onto Princess Street, its north and south walls facing neighbouring buildings and the rear façade facing west onto the back lane; and 2) front (east) façade divided into five bays by pilasters, all but one on the ground floor holding a door and large window in arched openings and all holding two windows in arched opening on the second floor.With the following interior elements: 1) none",,21/09/2015,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-54-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-54-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155544&js=y,N/A,"(49.897231078722996, -97.14337525558881)",POINT (-97.143375255589 49.897231078723)
Commemorative List,Wolseley Avenue,1338,Salter House,1894,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146278&js=y,N/A,"(49.87884499455205, -97.19076621401965)",POINT (-97.19076621402 49.878844994552)
List of Historical Resources,Bannatyne Avenue,167,Ashdown's Warehouse,1894,,,16/09/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne167-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne-167-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148125&js=y,II,"(49.89786515622695, -97.1369151891699)",POINT (-97.13691518917 49.897865156227)
List of Historical Resources,Adelaide Street,88,Kelly House,1882,,,07/06/1982,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Adelaide88-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Adelaide-88-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146500&js=y,III,"(49.89857010798736, -97.1437146291823)",POINT (-97.143714629182 49.898570107987)
List of Historical Resources,Albert Street,62,Dingwall Building,1910,,,27/03/1985,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-62-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-62-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146693&js=y,III,"(49.896625709259744, -97.14061198126774)",POINT (-97.140611981268 49.89662570926)
List of Historical Resources,King Street,104,King Building (former Ryan Block),1895,With the following interior elements:1) elevator doors; and 2) staircase components,,11/03/1991,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/King-104-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/King-104-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=10950&js=y,II,"(49.89824780011863, -97.14142524434331)",POINT (-97.141425244343 49.898247800119)
List of Historical Resources,Broadway,333,Monarch Life Building,1960,"Site: 1) generally open, dark granite and pre-cast concrete panelled podium on all four sides. With the following exterior elements: 1) six-storey granite-clad building with penthouse located on a wide pedestal of dark stone on the north side of Broadway from Hargrave Street to Carlton Street, its main façades facing south onto Broadway and north onto a parking lot, its east façade facing Hargrave Street and its west façade facing Carlton Street; 2) its main (south) and rear (north) façades with their glass main floor and cantilevered upper storeys with thin columns running from the pedestal to the top of the smaller sixth floor, bays of angled windows in rectilinear openings, dark spandrels and stainless steel accenting; and 3) its windowless east and west façades with granite panels and stainless steel bands. With the following interior elements: 1) volume of space, lighting and metal and stone finishes of the main floor lobby area.",,25/02/2021,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Broadway-333-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Broadway-333-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=130052&js=y,N/A,"(49.88756723573081, -97.142393944203)",POINT (-97.142393944203 49.887567235731)
Commemorative List,West Gate,40,L. McMeans House,1907,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145981&js=y,N/A,"(49.87771195549474, -97.15959488842793)",POINT (-97.159594888428 49.877711955495)
List of Historical Resources,Portage Avenue,428,Power Building,1928,"With the following exterior elements:1) six-storey stone clad building with flat roof located at the southeast corner of Portage Avenue and Vaughan Street, its main facade facing north onto Portage Avenue and west onto Vaughan Street, its east facade partially hidden by the neighbouring building and its south facade facing the back lane; 2) its main (north) facade divided into five bays, a recessed doorway with stepped pointed arch frame at the east end, the upper floors with stepped stone pilasters with stylized lettering and designs on the fifth and sixth floors, paired rectilinear window openings on each floor and flat roofline finished by the raised, squared heads of the pilasters;3) its Vaughan Street facade (west) with its stepped pilasters, paired windows in rectilinear openings on the upper floors and flat roof with raised, squared pilaster heads;4) the visible uninterrupted brick wall of the east elevation; and5) its rear (south) facade with common clay brick walls and windows in rectilinear openings on all floors. With the following interior elements:1) metal and wood finishes of the mid-building staircase.",,22/02/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-428-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Portage-428-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=141765&js=y,N/A,"(49.89130112567402, -97.14910324704891)",POINT (-97.149103247049 49.891301125674)
